#Frame      Mode1    Mode2    Mode3
   30569 -135.853  197.346  157.955
   30570 -135.674  197.188  156.232
   30571 -134.959  197.246  157.050
   30572 -134.712  198.410  159.382
   30573 -135.272  199.909  159.086
   30574 -132.904  198.546  158.229
   30575 -131.671  196.781  155.142
   30576 -133.591  196.612  154.598
   30577 -133.078  200.513  155.186
   30578 -132.997  201.846  154.777
   30579 -131.735  203.644  156.030
   30580 -131.901  202.758  155.953
   30581 -133.338  202.711  154.829
   30582 -134.706  203.240  155.365
   30583 -134.536  205.402  156.126
   30584 -134.287  203.692  155.874
   30585 -133.770  204.322  155.771
   30586 -131.007  206.351  156.860
   30587 -131.412  206.786  157.890
   30588 -130.184  205.202  158.016
   30589 -131.591  206.619  158.996
   30590 -133.936  204.717  159.587
   30591 -132.069  203.346  158.731
   30592 -134.504  203.032  159.315
   30593 -135.112  205.684  158.477
   30594 -135.527  204.413  159.451
   30595 -136.328  205.218  158.400
   30596 -136.167  206.036  159.019
   30597 -136.469  206.335  158.040
   30598 -136.832  207.931  161.922
   30599 -136.739  208.840  159.106
   30600 -136.242  205.271  160.282
   30601 -140.044  205.186  158.655
   30602 -140.382  206.395  158.661
   30603 -139.949  206.181  158.389
   30604 -139.621  207.051  157.825
   30605 -141.871  207.736  159.496
   30606 -140.431  207.457  159.348
   30607 -142.771  205.967  160.364
   30608 -140.043  205.574  158.510
   30609 -138.950  209.174  158.496
   30610 -134.623  208.270  158.272
   30611 -135.632  206.650  159.342
   30612 -139.401  208.798  159.239
   30613 -138.637  207.114  158.222
   30614 -136.890  208.014  157.611
   30615 -135.936  205.496  158.457
   30616 -135.597  208.390  157.823
   30617 -133.785  208.814  158.880
   30618 -133.277  209.464  156.960
   30619 -131.476  212.743  157.674
   30620 -134.146  210.398  156.551
   30621 -135.328  210.226  157.531
   30622 -132.163  208.863  159.878
   30623 -133.808  209.065  159.593
   30624 -130.526  210.022  156.726
   30625 -133.794  209.568  156.355
   30626 -134.281  207.876  157.788
   30627 -132.062  211.242  158.467
   30628 -136.081  212.717  158.350
   30629 -137.917  211.603  160.728
   30630 -134.102  209.748  156.924
   30631 -130.162  208.924  158.546
   30632 -130.435  209.753  156.910
   30633 -131.668  207.916  156.529
   30634 -132.794  206.540  155.328
   30635 -132.296  208.035  157.061
   30636 -133.800  207.613  157.983
   30637 -133.485  207.900  159.165
   30638 -132.675  208.220  158.576
   30639 -134.130  206.647  158.927
   30640 -132.556  204.322  158.906
   30641 -136.878  204.712  161.003
   30642 -136.780  203.941  158.980
   30643 -137.741  200.312  159.855
   30644 -135.696  202.149  157.278
   30645 -132.887  202.135  159.641
   30646 -130.886  204.646  160.519
   30647 -129.095  200.102  159.487
   30648 -128.003  198.825  160.878
   30649 -128.065  199.913  159.415
   30650 -127.057  198.390  158.882
   30651 -125.288  201.671  159.217
   30652 -124.194  200.021  157.759
   30653 -125.827  201.123  157.550
   30654 -125.045  204.162  158.581
   30655 -123.891  203.167  157.523
   30656 -122.891  203.375  158.374
   30657 -124.510  202.365  159.517
   30658 -123.544  202.688  158.493
   30659 -124.042  202.249  159.574
   30660 -125.712  200.591  158.932
   30661 -123.734  200.501  158.826
   30662 -124.364  202.638  159.439
   30663 -123.736  202.068  157.986
   30664 -124.644  200.298  158.633
   30665 -124.779  203.051  158.597
   30666 -124.977  202.043  158.710
   30667 -126.545  200.733  159.569
   30668 -126.071  201.023  160.556
   30669 -130.634  199.826  159.731
   30670 -130.940  197.985  159.369
   30671 -132.524  199.300  159.554
   30672 -131.488  198.187  161.521
   30673 -128.749  199.664  160.838
   30674 -130.580  201.154  162.036
   30675 -130.279  200.998  163.045
   30676 -128.580  202.544  161.939
   30677 -130.151  203.289  162.876
   30678 -131.744  203.099  162.044
   30679 -130.326  203.965  163.796
   30680 -128.174  201.248  161.791
   30681 -131.349  199.633  162.521
   30682 -134.722  199.729  163.595
   30683 -138.482  199.152  164.109
   30684 -134.750  196.868  162.586
   30685 -131.750  201.593  161.651
   30686 -131.712  199.742  160.308
   30687 -132.026  198.441  161.214
   30688 -130.151  202.856  161.238
   30689 -131.625  200.750  162.315
   30690 -128.134  199.264  160.504
   30691 -131.941  197.733  161.457
   30692 -131.969  199.816  162.428
   30693 -134.479  198.436  163.103
   30694 -135.860  198.496  163.034
   30695 -135.652  201.544  163.611
   30696 -135.927  201.504  163.851
   30697 -134.078  198.231  160.717
   30698 -136.030  196.236  162.433
   30699 -135.839  198.086  158.961
   30700 -135.927  196.612  161.203
   30701 -135.538  196.881  160.286
   30702 -136.371  200.686  157.522
   30703 -137.106  201.696  157.759
   30704 -136.119  200.700  159.795
   30705 -134.947  199.809  159.777
   30706 -135.407  200.418  161.025
   30707 -133.703  201.888  162.484
   30708 -137.768  204.959  161.360
   30709 -137.726  202.585  162.403
   30710 -138.143  202.279  163.290
   30711 -138.537  204.271  163.757
   30712 -139.442  203.211  162.498
   30713 -137.327  204.491  162.325
   30714 -137.645  201.042  161.769
   30715 -141.992  199.062  161.876
   30716 -142.613  200.339  161.645
   30717 -143.201  202.147  162.499
   30718 -140.515  202.591  163.026
   30719 -138.369  203.091  162.853
   30720 -137.747  201.616  163.455
   30721 -138.276  203.013  159.369
   30722 -137.641  201.771  162.989
   30723 -137.924  200.367  161.683
   30724 -137.834  202.652  163.698
   30725 -135.239  204.241  160.510
   30726 -136.323  202.756  160.872
   30727 -135.046  200.737  159.913
   30728 -136.853  202.919  158.614
   30729 -135.163  201.612  158.032
   30730 -137.812  200.274  157.422
   30731 -137.461  198.586  158.121
   30732 -134.836  200.377  158.778
   30733 -140.419  202.153  157.299
   30734 -139.197  202.576  157.380
   30735 -139.423  201.870  157.502
   30736 -139.424  200.650  158.453
   30737 -137.465  198.115  157.441
   30738 -137.525  200.993  158.729
   30739 -137.285  198.890  159.992
   30740 -134.428  199.344  160.143
   30741 -135.225  198.343  160.113
   30742 -135.322  198.587  159.220
   30743 -132.868  199.952  159.838
   30744 -133.948  200.218  158.343
   30745 -136.319  199.238  159.298
   30746 -136.906  198.201  160.527
   30747 -134.017  198.827  158.788
   30748 -135.012  198.182  160.365
   30749 -134.177  199.785  159.228
   30750 -133.265  201.835  159.243
   30751 -133.509  201.831  157.422
   30752 -137.282  201.026  156.311
   30753 -136.192  198.045  156.054
   30754 -138.220  199.202  157.649
   30755 -138.411  202.836  157.932
   30756 -139.034  203.989  158.761
   30757 -137.901  206.620  161.642
   30758 -137.584  206.422  159.530
   30759 -136.472  205.459  159.355
   30760 -135.945  208.704  160.546
   30761 -140.286  207.507  159.624
   30762 -138.530  206.195  158.046
   30763 -140.931  205.418  160.062
   30764 -139.545  202.004  157.170
   30765 -145.944  201.595  157.731
   30766 -143.712  201.799  157.535
   30767 -141.198  199.005  155.327
   30768 -142.122  199.369  156.713
   30769 -143.302  200.119  155.890
   30770 -143.211  200.375  157.391
   30771 -144.165  197.981  157.803
   30772 -146.221  199.448  158.616
   30773 -141.767  199.205  158.116
   30774 -145.102  196.630  159.656
   30775 -144.839  195.227  156.761
   30776 -144.273  197.045  159.895
   30777 -146.597  196.148  159.464
   30778 -147.424  194.941  159.791
   30779 -146.583  195.755  160.064
   30780 -147.111  194.088  160.741
   30781 -145.517  193.959  159.638
   30782 -145.751  191.116  157.958
   30783 -146.400  191.248  158.492
   30784 -145.711  191.136  158.870
   30785 -147.545  195.356  159.421
   30786 -147.063  193.586  157.099
   30787 -141.977  195.340  158.657
   30788 -139.388  196.739  160.421
   30789 -141.259  196.543  160.020
   30790 -141.483  198.018  159.279
   30791 -144.505  197.773  157.398
   30792 -139.574  200.466  157.561
   30793 -137.062  200.950  157.742
   30794 -135.495  199.742  160.215
   30795 -136.986  196.804  160.113
   30796 -136.836  194.414  159.355
   30797 -135.751  198.096  159.131
   30798 -134.005  197.515  160.548
   30799 -133.903  198.272  161.221
   30800 -134.602  195.721  160.466
   30801 -137.020  196.523  161.330
   30802 -137.657  198.243  161.935
   30803 -134.326  198.587  161.784
   30804 -138.008  198.406  160.497
   30805 -137.077  197.542  161.810
   30806 -137.479  197.404  160.197
   30807 -139.953  198.083  161.416
   30808 -142.356  196.019  163.788
   30809 -142.934  195.908  161.191
   30810 -141.709  197.492  160.179
   30811 -143.554  199.519  161.363
   30812 -142.559  200.229  161.992
   30813 -141.450  202.005  164.766
   30814 -140.835  200.930  160.813
   30815 -139.614  203.928  161.740
   30816 -139.994  199.889  164.015
   30817 -141.188  199.340  161.181
   30818 -144.007  201.052  160.954
   30819 -145.680  200.900  161.737
   30820 -143.609  200.119  162.742
   30821 -142.736  199.271  162.726
   30822 -140.252  198.065  161.391
   30823 -141.753  197.755  161.542
   30824 -143.868  199.449  162.806
   30825 -145.218  198.392  162.924
   30826 -145.636  198.487  161.483
   30827 -143.211  194.853  162.714
   30828 -142.138  198.632  163.007
   30829 -143.715  194.406  160.220
   30830 -142.267  192.833  160.458
   30831 -140.448  195.502  160.816
   30832 -139.988  198.902  160.953
   30833 -141.351  195.470  158.737
   30834 -140.494  198.213  159.159
   30835 -141.574  199.372  160.083
   30836 -140.965  198.309  160.534
   30837 -142.347  200.173  160.560
   30838 -141.273  201.998  158.184
   30839 -140.326  205.428  160.724
   30840 -139.327  205.655  159.660
   30841 -139.601  204.892  160.348
   30842 -140.394  202.707  159.285
   30843 -137.054  201.856  157.235
   30844 -135.588  205.056  158.345
   30845 -137.526  206.617  157.428
   30846 -137.754  203.347  157.875
   30847 -139.653  203.895  157.874
   30848 -136.707  203.862  157.212
   30849 -134.649  201.542  159.574
   30850 -136.636  203.892  159.993
   30851 -138.923  201.845  159.283
   30852 -140.104  201.389  159.649
   30853 -140.740  202.157  158.630
   30854 -143.437  203.475  158.887
   30855 -143.948  202.581  158.365
   30856 -142.383  204.511  159.206
   30857 -143.085  204.698  158.167
   30858 -143.307  205.209  158.911
   30859 -144.948  205.932  159.893
   30860 -146.955  206.224  161.703
   30861 -142.564  207.120  158.393
   30862 -143.669  204.346  156.416
   30863 -140.013  205.494  159.387
   30864 -141.549  206.022  157.219
   30865 -142.082  208.284  157.341
   30866 -141.537  208.481  158.345
   30867 -139.049  209.492  159.779
   30868 -134.982  211.152  158.738
   30869 -136.246  210.584  159.801
   30870 -136.426  209.676  157.598
   30871 -137.727  207.206  158.286
   30872 -138.532  205.711  156.866
   30873 -139.001  205.104  158.073
   30874 -141.717  206.570  157.545
   30875 -139.499  208.455  157.679
   30876 -140.496  209.902  160.229
   30877 -140.070  208.768  158.629
   30878 -141.358  208.809  158.031
   30879 -139.391  208.488  156.530
   30880 -138.263  210.621  158.182
   30881 -138.184  208.526  158.968
   30882 -141.020  205.813  159.984
   30883 -137.098  208.506  156.724
   30884 -137.273  208.889  158.264
   30885 -139.423  211.069  161.374
   30886 -139.778  210.421  160.954
   30887 -139.668  210.016  160.889
   30888 -139.582  208.069  157.204
   30889 -140.321  207.205  158.440
   30890 -141.012  208.302  158.011
   30891 -142.361  207.638  155.840
   30892 -144.406  205.745  157.206
   30893 -147.754  208.226  156.465
   30894 -148.857  206.502  154.842
   30895 -150.732  207.166  156.763
   30896 -149.132  202.410  156.492
   30897 -153.466  204.785  157.283
   30898 -150.701  205.268  156.717
   30899 -153.853  205.223  154.291
   30900 -153.359  207.445  159.838
   30901 -153.300  206.170  157.645
   30902 -154.573  204.827  157.630
   30903 -152.825  204.408  157.565
   30904 -153.471  206.976  156.486
   30905 -155.075  207.248  156.022
   30906 -154.283  208.185  157.142
   30907 -156.149  205.778  157.368
   30908 -158.152  206.850  156.291
   30909 -158.329  210.317  156.414
   30910 -157.709  211.892  157.487
   30911 -155.238  211.165  157.499
   30912 -158.009  209.490  158.460
   30913 -162.926  207.642  158.198
   30914 -161.306  209.980  156.146
   30915 -162.187  211.421  157.288
   30916 -163.588  213.269  157.120
   30917 -162.889  208.258  157.608
   30918 -162.729  208.075  159.022
   30919 -163.278  208.671  157.974
   30920 -162.811  208.192  159.377
   30921 -161.135  209.887  157.449
   30922 -158.925  209.403  159.729
   30923 -160.153  205.790  159.284
   30924 -158.662  207.287  159.362
   30925 -157.450  208.623  160.326
   30926 -158.246  207.109  159.816
   30927 -160.988  207.872  157.422
   30928 -159.704  208.497  160.270
   30929 -160.044  205.492  159.990
   30930 -158.436  207.700  162.087
   30931 -155.314  211.166  162.450
   30932 -157.629  207.832  160.958
   30933 -155.571  205.067  157.948
   30934 -155.906  207.063  157.870
   30935 -153.990  206.044  156.706
   30936 -155.536  209.812  157.811
   30937 -155.374  208.902  158.564
   30938 -153.786  212.528  157.349
   30939 -157.877  212.310  159.158
   30940 -158.550  211.462  158.030
   30941 -161.380  208.969  158.272
   30942 -163.096  209.838  157.157
   30943 -162.846  207.532  156.488
   30944 -162.880  206.310  154.383
   30945 -163.375  201.991  156.801
   30946 -160.057  201.420  154.099
   30947 -157.320  201.018  156.681
   30948 -155.603  202.291  156.951
   30949 -155.228  204.293  157.323
   30950 -152.868  206.803  157.316
   30951 -150.759  205.084  158.171
   30952 -152.153  206.983  157.397
   30953 -153.192  207.008  156.869
   30954 -155.829  203.031  156.220
   30955 -157.795  201.396  156.198
   30956 -156.578  205.512  158.555
   30957 -155.195  201.886  158.218
   30958 -151.970  204.801  159.655
   30959 -149.878  204.593  156.868
   30960 -151.512  203.303  157.375
   30961 -154.029  202.734  160.199
   30962 -150.274  201.543  158.960
   30963 -152.892  199.822  160.658
   30964 -154.789  201.861  158.888
   30965 -152.476  202.984  159.009
   30966 -149.871  201.976  157.783
   30967 -150.080  201.423  158.753
   30968 -152.323  199.550  156.572
   30969 -152.376  200.538  158.714
   30970 -153.173  200.365  158.640
   30971 -156.774  202.183  158.244
   30972 -151.874  200.420  157.608
   30973 -152.583  203.083  159.807
   30974 -154.106  204.628  159.041
   30975 -154.353  205.710  159.492
   30976 -152.448  202.156  159.554
   30977 -153.950  200.553  155.596
   30978 -156.577  201.470  156.646
   30979 -154.944  203.879  156.673
   30980 -155.911  202.910  157.637
   30981 -158.643  202.034  158.424
   30982 -161.812  199.829  158.307
   30983 -162.086  199.517  161.179
   30984 -160.640  201.090  158.827
   30985 -161.367  200.311  159.633
   30986 -160.386  201.145  161.264
   30987 -161.275  201.044  158.322
   30988 -160.548  202.660  160.403
   30989 -161.343  203.800  161.649
   30990 -159.744  203.486  159.525
   30991 -159.345  202.261  161.150
   30992 -158.015  203.782  159.428
   30993 -155.127  204.694  160.244
   30994 -153.200  208.185  160.817
   30995 -150.522  209.423  160.389
   30996 -150.140  206.998  159.571
   30997 -150.060  202.627  158.763
   30998 -148.985  204.997  158.059
   30999 -150.238  206.139  159.213
   31000 -152.707  203.408  159.200
   31001 -150.349  201.009  158.005
   31002 -149.625  201.066  158.183
   31003 -147.228  202.787  156.745
   31004 -147.026  206.621  156.253
   31005 -147.744  207.511  157.262
   31006 -144.348  206.759  157.070
   31007 -142.390  205.107  158.064
   31008 -141.557  206.821  158.509
   31009 -144.310  206.909  159.866
   31010 -141.868  210.143  160.711
   31011 -141.986  211.145  161.000
   31012 -145.794  210.663  159.764
   31013 -144.425  212.817  161.483
   31014 -144.288  210.421  161.033
   31015 -146.802  209.411  159.625
   31016 -147.178  209.012  158.795
   31017 -146.328  211.142  159.706
   31018 -145.655  211.008  158.969
   31019 -147.002  208.254  158.796
   31020 -146.236  207.333  158.694
   31021 -146.978  206.980  157.916
   31022 -146.487  208.360  159.180
   31023 -145.171  211.341  161.416
   31024 -143.589  208.504  157.677
   31025 -145.221  206.077  156.242
   31026 -146.095  207.399  156.252
   31027 -148.105  203.259  156.344
   31028 -146.770  200.063  156.862
   31029 -147.523  201.557  158.613
   31030 -148.341  202.468  158.328
   31031 -150.431  205.775  157.879
   31032 -149.246  206.042  158.875
   31033 -149.595  204.133  159.749
   31034 -150.235  204.804  159.631
   31035 -150.110  204.012  158.458
   31036 -151.042  205.148  159.692
   31037 -152.228  203.943  158.734
   31038 -152.977  203.958  158.698
   31039 -154.784  201.411  161.200
   31040 -156.979  201.380  161.714
   31041 -155.400  201.272  160.271
   31042 -156.120  202.275  160.862
   31043 -157.508  198.317  159.213
   31044 -155.902  199.305  161.462
   31045 -155.880  201.097  160.182
   31046 -154.546  200.735  159.776
   31047 -153.697  198.091  160.407
   31048 -153.108  197.888  160.408
   31049 -152.359  197.946  161.883
   31050 -151.110  200.593  161.005
   31051 -150.936  201.916  159.516
   31052 -148.101  201.994  158.716
   31053 -149.121  200.704  159.738
   31054 -151.517  198.097  157.923
   31055 -153.310  196.463  159.931
   31056 -153.402  200.230  158.996
   31057 -152.810  199.541  157.222
   31058 -152.889  202.575  155.187
   31059 -149.437  200.596  157.404
   31060 -151.257  203.477  157.173
   31061 -149.546  203.378  157.206
   31062 -152.130  202.204  156.477
   31063 -152.482  200.200  156.126
   31064 -152.989  199.829  156.538
   31065 -152.255  198.834  156.054
   31066 -152.288  197.479  157.235
   31067 -152.372  198.755  157.233
   31068 -153.641  199.110  158.758
   31069 -154.593  200.285  159.917
   31070 -152.254  200.979  158.566
   31071 -150.514  198.967  159.380
   31072 -152.301  197.544  158.645
   31073 -154.477  194.976  157.534
   31074 -154.301  197.639  159.151
   31075 -151.834  198.616  158.476
   31076 -152.185  198.976  159.506
   31077 -152.918  198.692  158.650
   31078 -151.180  196.728  157.981
   31079 -151.028  197.292  158.400
   31080 -149.466  197.941  156.639
   31081 -149.379  199.050  159.674
   31082 -149.254  201.539  159.388
   31083 -150.088  200.121  159.625
   31084 -149.960  200.329  159.278
   31085 -153.671  201.074  161.496
   31086 -152.119  197.621  160.769
   31087 -153.032  198.941  163.018
   31088 -151.462  195.912  160.601
   31089 -151.127  194.497  159.783
   31090 -151.305  196.309  158.328
   31091 -150.539  196.561  158.875
   31092 -151.176  196.594  159.180
   31093 -149.901  194.230  157.439
   31094 -149.501  196.421  155.400
   31095 -149.888  196.465  158.469
   31096 -149.577  195.771  158.341
   31097 -151.042  192.817  159.533
   31098 -151.540  193.144  160.140
   31099 -150.099  192.902  159.312
   31100 -151.070  191.731  159.066
   31101 -153.231  194.691  158.833
   31102 -153.463  195.838  161.236
   31103 -155.882  193.722  160.761
   31104 -156.108  194.777  161.068
   31105 -155.249  196.437  159.433
   31106 -154.011  196.335  161.531
   31107 -152.741  195.232  160.462
   31108 -152.179  195.473  160.389
   31109 -147.867  195.282  161.407
   31110 -148.588  199.759  162.546
   31111 -147.747  201.556  161.965
   31112 -145.625  199.572  162.304
   31113 -143.835  196.360  161.474
   31114 -144.555  197.624  160.759
   31115 -142.767  200.713  161.682
   31116 -144.594  196.991  159.122
   31117 -144.803  197.098  159.800
   31118 -143.627  200.000  159.250
   31119 -143.024  201.349  159.876
   31120 -142.055  202.716  162.518
   31121 -144.422  203.258  160.568
   31122 -144.638  201.198  161.256
   31123 -146.963  204.011  162.874
   31124 -148.119  201.223  162.353
   31125 -146.465  201.083  161.265
   31126 -148.095  200.997  157.549
   31127 -146.611  199.923  158.212
   31128 -148.268  198.438  160.347
   31129 -146.750  195.948  160.467
   31130 -149.033  196.789  161.611
   31131 -147.641  196.280  160.118
   31132 -147.355  198.338  162.184
   31133 -145.055  196.445  159.479
   31134 -146.120  196.946  159.836
   31135 -144.588  196.746  160.307
   31136 -148.038  200.949  161.053
   31137 -147.307  201.239  160.500
   31138 -150.439  201.657  160.283
   31139 -148.790  201.299  160.717
   31140 -148.603  204.130  159.991
   31141 -152.657  206.009  159.750
   31142 -148.947  202.894  161.346
   31143 -147.853  202.221  159.608
   31144 -150.643  202.272  157.738
   31145 -150.013  200.961  162.620
   31146 -150.718  201.050  159.819
   31147 -151.816  199.299  160.398
   31148 -154.308  200.644  160.998
   31149 -154.801  199.177  159.053
   31150 -152.023  200.809  159.647
   31151 -152.032  203.529  162.052
   31152 -153.727  201.026  162.708
   31153 -155.406  198.420  160.988
   31154 -152.587  198.256  160.191
   31155 -153.478  199.606  162.130
   31156 -153.778  196.185  160.438
   31157 -155.931  193.911  161.386
   31158 -155.031  198.194  163.755
   31159 -155.580  196.892  160.845
   31160 -156.642  197.304  160.796
   31161 -153.481  197.914  160.753
   31162 -154.987  198.948  159.240
   31163 -154.558  197.657  159.693
   31164 -156.683  200.324  159.626
   31165 -154.521  200.053  161.105
   31166 -155.745  201.377  162.349
   31167 -149.563  203.855  159.872
   31168 -148.826  204.755  161.930
   31169 -149.785  204.167  160.648
   31170 -150.374  200.445  159.063
   31171 -146.925  203.364  159.248
   31172 -148.158  200.694  158.417
   31173 -149.840  202.241  159.066
   31174 -150.787  200.605  159.520
   31175 -150.577  200.761  161.445
   31176 -152.154  200.554  159.839
   31177 -153.265  200.464  159.183
   31178 -151.217  202.202  160.208
   31179 -151.556  202.617  159.621
   31180 -152.311  200.944  158.995
   31181 -151.168  200.495  158.452
   31182 -151.194  198.992  160.467
   31183 -153.284  199.097  161.625
   31184 -153.837  198.573  160.803
   31185 -154.143  201.913  159.367
   31186 -151.897  201.158  159.497
   31187 -152.743  202.807  161.656
   31188 -150.531  203.362  160.186
   31189 -148.656  203.372  161.684
   31190 -149.448  202.976  160.503
   31191 -150.619  202.900  158.966
   31192 -154.023  202.273  161.295
   31193 -150.596  200.439  160.762
   31194 -151.454  201.702  159.448
   31195 -151.467  201.440  159.805
   31196 -150.978  203.124  160.244
   31197 -148.064  201.415  160.717
   31198 -150.247  198.750  158.525
   31199 -150.555  200.490  157.319
   31200 -149.795  199.417  157.759
   31201 -153.066  200.603  158.914
   31202 -153.262  203.641  159.090
   31203 -151.890  202.599  157.558
   31204 -152.091  201.715  158.168
   31205 -149.820  203.188  160.649
   31206 -151.523  202.060  159.508
   31207 -150.621  200.825  158.645
   31208 -152.281  200.663  159.774
   31209 -145.138  202.090  159.154
   31210 -141.275  203.429  157.469
   31211 -140.495  200.342  156.883
   31212 -140.375  202.912  159.575
   31213 -141.946  203.060  159.295
   31214 -145.108  201.755  159.397
   31215 -140.370  202.697  159.223
   31216 -141.970  202.477  159.508
   31217 -141.017  205.188  159.412
   31218 -140.265  203.803  160.168
   31219 -140.915  202.384  159.897
   31220 -142.882  201.721  160.707
   31221 -143.171  202.188  160.381
   31222 -145.948  202.110  160.270
   31223 -142.472  204.353  162.210
   31224 -142.436  205.498  160.611
   31225 -140.442  206.252  161.014
   31226 -140.643  205.943  159.919
   31227 -140.283  202.987  159.924
   31228 -139.707  204.588  159.906
   31229 -139.238  203.457  161.824
   31230 -140.684  202.222  161.827
   31231 -144.158  200.691  162.053
   31232 -141.530  201.830  163.492
   31233 -143.406  197.507  164.505
   31234 -145.399  196.595  162.910
   31235 -142.743  200.412  163.607
   31236 -145.391  197.857  163.106
   31237 -145.446  198.711  161.200
   31238 -141.770  198.510  162.106
   31239 -140.909  200.120  162.428
   31240 -142.302  201.232  162.609
   31241 -143.573  200.289  160.402
   31242 -144.197  201.965  163.109
   31243 -144.877  201.166  164.094
   31244 -144.586  203.132  166.823
   31245 -141.728  205.444  165.092
   31246 -143.270  204.369  166.518
   31247 -144.597  202.740  163.489
   31248 -142.804  203.340  163.889
   31249 -144.386  201.560  165.830
   31250 -147.465  204.436  164.815
   31251 -150.566  201.568  165.845
   31252 -149.791  202.438  166.354
   31253 -152.701  202.199  162.822
   31254 -149.365  201.639  166.288
   31255 -148.906  202.296  164.567
   31256 -151.128  202.955  168.234
   31257 -142.120  203.053  165.856
   31258 -138.502  201.525  164.183
   31259 -140.754  200.174  163.764
   31260 -142.836  202.460  164.827
   31261 -142.030  203.274  162.148
   31262 -139.642  202.054  162.206
   31263 -143.336  201.286  161.350
   31264 -140.973  201.409  163.179
   31265 -143.242  201.813  163.643
   31266 -137.344  200.851  161.428
   31267 -138.553  198.428  165.433
   31268 -140.371  198.563  163.589
   31269 -141.744  195.938  163.877
   31270 -139.221  197.572  165.375
   31271 -135.794  196.404  165.028
   31272 -135.033  197.418  166.118
   31273 -133.606  196.270  162.489
   31274 -133.968  198.193  164.426
   31275 -134.154  197.426  164.498
   31276 -136.113  199.635  165.286
   31277 -135.917  202.201  165.293
   31278 -137.520  199.824  167.026
   31279 -139.229  200.399  164.809
   31280 -138.220  197.637  166.134
   31281 -139.661  198.519  166.091
   31282 -139.143  198.515  165.511
   31283 -136.767  200.985  168.845
   31284 -134.979  198.272  167.697
   31285 -135.483  200.550  165.950
   31286 -133.858  201.346  166.053
   31287 -132.886  201.128  164.664
   31288 -135.122  199.979  162.892
   31289 -135.303  200.886  163.314
   31290 -136.621  202.736  164.778
   31291 -134.464  201.630  163.857
   31292 -138.110  203.893  164.907
   31293 -136.327  204.634  163.876
   31294 -137.411  206.295  165.389
   31295 -133.517  206.049  165.899
   31296 -132.684  204.473  166.860
   31297 -133.429  206.710  165.990
   31298 -132.167  205.098  167.903
   31299 -133.280  203.838  166.358
   31300 -133.690  202.798  165.226
   31301 -134.383  202.157  165.817
   31302 -133.247  202.782  162.897
   31303 -133.168  204.517  164.264
   31304 -135.833  205.388  162.136
   31305 -137.672  203.458  162.470
   31306 -137.386  205.521  167.437
   31307 -135.181  204.505  166.010
   31308 -137.060  204.894  164.685
   31309 -137.422  205.118  164.118
   31310 -137.917  203.942  166.593
   31311 -136.995  201.602  165.964
   31312 -136.741  203.878  165.427
   31313 -137.069  202.059  164.804
   31314 -136.549  199.682  164.733
   31315 -136.014  198.006  162.828
   31316 -135.535  196.671  162.894
   31317 -137.320  200.929  164.697
   31318 -137.199  202.454  164.187
   31319 -134.833  201.856  163.319
   31320 -133.973  205.182  163.743
   31321 -134.094  204.239  164.602
   31322 -136.775  204.937  161.136
   31323 -133.837  204.653  161.793
   31324 -134.539  204.251  160.928
   31325 -137.174  203.296  162.448
   31326 -137.330  203.241  162.800
   31327 -135.727  201.734  162.206
   31328 -134.366  199.758  160.298
   31329 -138.579  198.142  160.357
   31330 -140.012  198.960  161.700
   31331 -142.270  199.818  164.723
   31332 -145.370  195.562  164.993
   31333 -141.197  199.528  164.662
   31334 -140.113  198.597  160.764
   31335 -139.378  199.782  161.899
   31336 -138.069  201.187  163.754
   31337 -134.821  198.601  161.703
   31338 -134.675  199.011  159.428
   31339 -137.159  200.341  162.063
   31340 -134.848  202.488  162.186
   31341 -133.996  202.964  161.816
   31342 -134.558  204.488  161.962
   31343 -135.882  203.029  159.765
   31344 -135.533  206.579  159.953
   31345 -133.855  203.759  160.046
   31346 -134.645  204.901  161.900
   31347 -132.522  203.647  159.426
   31348 -132.790  204.461  160.619
   31349 -131.566  202.615  160.178
   31350 -131.117  199.777  158.127
   31351 -131.551  202.825  160.960
   31352 -132.032  206.847  162.052
   31353 -133.380  208.946  163.169
   31354 -135.924  204.760  162.855
   31355 -135.394  205.537  164.037
   31356 -137.120  200.487  162.009
   31357 -136.652  203.174  163.775
   31358 -134.965  205.320  162.119
   31359 -135.591  204.384  161.654
   31360 -135.499  204.221  161.044
   31361 -135.721  202.540  162.618
   31362 -135.344  206.658  163.160
   31363 -137.718  204.312  165.042
   31364 -137.222  202.782  163.734
   31365 -138.725  202.085  164.372
   31366 -141.980  204.085  164.434
   31367 -141.507  203.018  160.568
   31368 -142.392  201.175  162.622
   31369 -143.501  199.802  162.780
   31370 -145.393  197.225  161.395
   31371 -146.639  198.459  162.773
   31372 -144.871  199.948  163.009
   31373 -144.984  200.309  162.554
   31374 -142.855  199.898  162.757
   31375 -142.074  203.570  161.217
   31376 -140.160  200.620  161.002
   31377 -140.428  203.018  163.088
   31378 -138.828  204.180  162.031
   31379 -140.876  202.883  159.961
   31380 -139.918  204.400  162.316
   31381 -140.566  200.971  161.611
   31382 -139.438  201.139  160.578
   31383 -140.909  204.523  161.480
   31384 -138.055  203.322  160.441
   31385 -138.017  203.011  161.565
   31386 -138.263  200.288  161.913
   31387 -139.137  203.670  162.710
   31388 -140.818  202.817  159.624
   31389 -141.395  202.539  161.315
   31390 -139.551  202.089  161.080
