#Frame      Mode1    Mode2    Mode3
   48182 -302.347  -58.800  -19.732
   48183 -302.272  -57.780  -18.989
   48184 -300.515  -59.931  -21.200
   48185 -301.665  -59.985  -20.271
   48186 -299.181  -59.918  -20.484
   48187 -300.564  -58.444  -18.406
   48188 -302.644  -58.194  -16.163
   48189 -300.741  -58.875  -16.792
   48190 -300.950  -60.226  -20.655
   48191 -300.834  -60.252  -20.364
   48192 -299.229  -61.787  -20.659
   48193 -300.340  -62.479  -21.591
   48194 -299.572  -62.189  -19.306
   48195 -299.428  -63.876  -19.201
   48196 -297.720  -62.435  -19.515
   48197 -295.870  -63.047  -19.478
   48198 -296.269  -62.484  -21.308
   48199 -294.722  -66.536  -19.629
   48200 -294.142  -64.210  -20.587
   48201 -298.151  -64.372  -21.680
   48202 -297.595  -66.089  -22.964
   48203 -300.418  -64.861  -21.659
   48204 -299.514  -67.691  -24.334
   48205 -299.867  -66.888  -23.537
   48206 -300.715  -66.747  -22.242
   48207 -301.184  -66.247  -22.865
   48208 -299.704  -65.557  -23.359
   48209 -300.611  -65.590  -24.560
   48210 -298.047  -67.173  -25.361
   48211 -297.842  -65.985  -23.333
   48212 -299.951  -65.091  -23.108
   48213 -301.452  -65.685  -22.586
   48214 -298.686  -64.869  -20.211
   48215 -298.615  -65.447  -22.927
   48216 -300.502  -64.839  -22.413
   48217 -299.242  -64.664  -23.957
   48218 -301.031  -65.511  -22.748
   48219 -300.131  -66.521  -22.662
   48220 -300.520  -66.075  -22.348
   48221 -300.839  -67.262  -22.004
   48222 -299.386  -65.670  -21.717
   48223 -302.165  -65.296  -22.303
   48224 -299.910  -67.367  -21.698
   48225 -300.577  -65.593  -22.640
   48226 -299.804  -66.560  -22.528
   48227 -298.988  -67.061  -22.236
   48228 -298.913  -68.032  -21.413
   48229 -297.000  -69.779  -21.557
   48230 -296.991  -69.099  -20.038
   48231 -296.640  -68.271  -18.176
   48232 -297.923  -67.895  -16.708
   48233 -297.794  -66.414  -15.346
   48234 -297.579  -65.797  -16.154
   48235 -298.952  -66.252  -16.929
   48236 -299.264  -65.581  -18.624
   48237 -301.693  -63.624  -17.680
   48238 -303.468  -64.291  -18.769
   48239 -303.684  -65.017  -18.668
   48240 -301.921  -65.335  -19.813
   48241 -303.043  -64.791  -23.210
   48242 -303.454  -65.473  -22.471
   48243 -302.353  -64.550  -20.225
   48244 -301.251  -65.646  -20.830
   48245 -302.011  -65.728  -20.425
   48246 -302.233  -65.252  -22.591
   48247 -302.379  -66.035  -20.743
   48248 -301.078  -67.647  -18.383
   48249 -301.371  -67.919  -18.969
   48250 -300.547  -69.281  -17.483
   48251 -298.071  -70.084  -20.553
   48252 -296.916  -69.643  -19.819
   48253 -297.401  -67.222  -18.589
   48254 -299.190  -66.502  -20.488
   48255 -299.377  -63.529  -20.753
   48256 -301.092  -63.683  -20.691
   48257 -301.510  -63.586  -19.869
   48258 -299.523  -65.477  -17.933
   48259 -299.547  -66.760  -18.500
   48260 -299.716  -65.719  -19.261
   48261 -299.251  -66.547  -20.066
   48262 -298.196  -64.384  -19.905
   48263 -298.266  -65.578  -19.726
   48264 -300.842  -66.627  -17.620
   48265 -299.174  -65.090  -17.778
   48266 -299.113  -64.864  -16.155
   48267 -297.115  -65.849  -14.245
   48268 -297.135  -67.208  -13.598
   48269 -297.376  -66.176  -15.470
   48270 -296.989  -68.810  -14.190
   48271 -296.425  -68.134  -15.045
   48272 -297.314  -66.779  -17.446
   48273 -297.376  -66.477  -18.485
   48274 -300.814  -66.295  -18.468
   48275 -299.455  -67.327  -18.498
   48276 -299.404  -66.639  -18.488
   48277 -296.997  -65.981  -19.863
   48278 -298.527  -64.764  -21.087
   48279 -297.995  -65.074  -20.172
   48280 -299.559  -66.492  -20.550
   48281 -300.021  -64.711  -21.311
   48282 -298.484  -65.713  -20.738
   48283 -299.374  -63.685  -19.387
   48284 -299.996  -63.084  -20.043
   48285 -300.095  -62.139  -18.185
   48286 -301.636  -62.544  -17.437
   48287 -301.105  -62.027  -20.094
   48288 -302.624  -61.481  -19.032
   48289 -304.321  -61.619  -18.569
   48290 -304.459  -58.516  -18.321
   48291 -304.832  -60.709  -18.972
   48292 -304.668  -60.695  -17.974
   48293 -304.342  -59.341  -17.483
   48294 -302.565  -61.266  -17.220
   48295 -302.588  -63.125  -16.534
   48296 -303.417  -59.413  -18.046
   48297 -302.883  -61.365  -18.700
   48298 -302.153  -60.990  -19.061
   48299 -301.496  -60.896  -19.051
   48300 -301.727  -62.008  -18.745
   48301 -302.875  -60.223  -20.269
   48302 -301.871  -58.518  -21.288
   48303 -301.263  -60.244  -19.660
   48304 -300.333  -61.779  -22.971
   48305 -300.883  -61.432  -25.774
   48306 -300.306  -63.560  -26.345
   48307 -299.717  -59.745  -25.399
   48308 -300.814  -62.199  -25.615
   48309 -301.149  -61.593  -28.146
   48310 -300.302  -61.455  -28.293
   48311 -301.042  -63.018  -28.126
   48312 -302.885  -65.700  -27.550
   48313 -302.745  -62.514  -27.526
   48314 -302.537  -59.740  -28.430
   48315 -301.948  -61.443  -27.410
   48316 -300.122  -62.548  -26.920
   48317 -300.485  -62.043  -30.461
   48318 -298.617  -61.248  -30.612
   48319 -299.113  -61.375  -30.428
   48320 -299.906  -60.022  -30.289
   48321 -299.439  -60.238  -30.962
   48322 -299.560  -59.411  -32.316
   48323 -299.655  -59.433  -34.491
   48324 -299.516  -61.689  -33.161
   48325 -298.100  -62.024  -32.709
   48326 -299.767  -63.546  -33.639
   48327 -298.601  -62.066  -36.204
   48328 -298.153  -64.504  -35.328
   48329 -300.725  -64.725  -35.031
   48330 -298.767  -65.776  -35.158
   48331 -298.642  -64.584  -32.308
   48332 -298.958  -62.999  -29.616
   48333 -300.128  -64.790  -29.821
   48334 -298.114  -64.763  -30.959
   48335 -298.620  -65.418  -31.111
   48336 -297.630  -63.356  -29.582
   48337 -298.293  -65.039  -30.371
   48338 -295.934  -63.804  -29.422
   48339 -297.056  -66.764  -29.465
   48340 -298.703  -65.748  -25.800
   48341 -296.559  -63.319  -27.018
   48342 -298.128  -66.634  -29.526
   48343 -296.311  -65.575  -29.844
   48344 -296.633  -67.029  -31.211
   48345 -296.463  -68.479  -32.589
   48346 -296.016  -69.007  -34.321
   48347 -295.367  -67.162  -35.194
   48348 -295.701  -66.333  -32.477
   48349 -296.797  -65.519  -33.788
   48350 -297.460  -62.677  -34.752
   48351 -295.389  -64.357  -33.605
   48352 -296.155  -63.391  -36.553
   48353 -295.565  -62.325  -36.170
   48354 -295.162  -63.367  -35.417
   48355 -294.964  -61.812  -35.974
   48356 -296.977  -62.027  -38.467
   48357 -297.808  -64.462  -39.646
   48358 -297.034  -62.033  -39.463
   48359 -295.109  -62.523  -41.103
   48360 -296.105  -61.268  -39.907
   48361 -294.868  -62.002  -37.184
   48362 -295.196  -60.065  -36.446
   48363 -297.300  -60.999  -38.858
   48364 -296.755  -60.115  -39.223
   48365 -297.589  -60.029  -38.618
   48366 -298.127  -60.469  -39.325
   48367 -299.008  -60.324  -41.611
   48368 -298.654  -60.758  -41.687
   48369 -300.218  -60.914  -41.668
   48370 -297.418  -63.873  -41.915
   48371 -295.404  -62.397  -44.543
   48372 -295.492  -64.437  -46.326
   48373 -294.163  -64.422  -44.865
   48374 -296.810  -62.844  -44.474
   48375 -296.582  -62.929  -44.883
   48376 -296.265  -65.206  -41.624
   48377 -295.046  -65.716  -40.146
   48378 -293.657  -66.292  -40.724
   48379 -291.016  -65.229  -43.484
   48380 -291.622  -66.954  -42.545
   48381 -290.277  -65.820  -43.247
   48382 -291.635  -68.563  -42.591
   48383 -290.963  -69.422  -45.003
   48384 -289.267  -72.576  -45.197
   48385 -290.252  -72.260  -44.379
   48386 -288.770  -72.765  -43.783
   48387 -289.911  -72.990  -44.159
   48388 -288.957  -73.917  -45.400
   48389 -288.700  -73.790  -44.191
   48390 -288.455  -73.330  -43.098
   48391 -290.671  -72.235  -43.291
   48392 -289.882  -71.982  -43.050
   48393 -291.000  -72.947  -41.868
   48394 -291.122  -71.939  -41.444
   48395 -289.376  -69.599  -37.948
   48396 -288.901  -69.080  -39.118
   48397 -288.625  -69.066  -41.734
   48398 -288.545  -71.487  -40.109
   48399 -289.399  -71.935  -39.611
   48400 -290.573  -72.066  -40.797
   48401 -292.578  -71.830  -40.540
   48402 -293.220  -69.782  -38.685
   48403 -292.624  -70.094  -39.362
   48404 -294.347  -69.345  -38.490
   48405 -295.148  -67.784  -38.017
   48406 -294.047  -67.306  -37.743
   48407 -295.006  -68.077  -36.605
   48408 -294.170  -68.736  -36.481
   48409 -295.923  -68.127  -40.149
   48410 -296.041  -66.904  -39.847
   48411 -295.400  -64.591  -42.519
   48412 -294.694  -65.416  -42.519
   48413 -297.128  -64.993  -42.913
   48414 -296.627  -63.999  -43.228
   48415 -296.354  -65.226  -41.503
   48416 -297.609  -63.906  -41.642
   48417 -299.765  -61.599  -40.310
   48418 -301.182  -61.268  -38.010
   48419 -302.496  -60.577  -37.559
   48420 -302.421  -62.599  -39.444
   48421 -301.165  -62.074  -41.193
   48422 -298.745  -60.981  -43.024
   48423 -298.634  -60.230  -41.175
   48424 -299.353  -60.069  -39.562
   48425 -297.547  -61.177  -39.930
   48426 -296.179  -60.848  -39.425
   48427 -297.689  -63.033  -41.244
   48428 -296.244  -64.521  -40.936
   48429 -297.198  -63.951  -40.136
   48430 -295.486  -64.137  -36.937
   48431 -296.492  -65.502  -37.683
   48432 -296.520  -62.225  -37.457
   48433 -296.341  -63.772  -38.742
   48434 -298.486  -61.412  -39.386
   48435 -298.687  -60.439  -39.620
   48436 -298.832  -63.731  -41.926
   48437 -298.955  -63.044  -41.909
   48438 -298.416  -63.312  -42.455
   48439 -298.418  -61.924  -44.943
   48440 -299.563  -63.299  -45.995
   48441 -298.261  -61.971  -44.280
   48442 -296.717  -61.256  -46.074
   48443 -296.035  -60.924  -45.723
   48444 -295.766  -60.318  -46.289
   48445 -293.251  -59.743  -45.067
   48446 -293.238  -60.137  -43.037
   48447 -293.421  -61.610  -42.161
   48448 -293.403  -63.314  -40.701
   48449 -293.239  -62.862  -39.306
   48450 -292.603  -62.768  -39.554
   48451 -290.597  -65.564  -42.334
   48452 -290.029  -64.070  -42.787
   48453 -289.474  -63.481  -45.328
   48454 -290.656  -66.005  -47.524
   48455 -292.504  -64.105  -47.316
   48456 -292.462  -65.320  -47.774
   48457 -295.035  -65.702  -47.345
   48458 -295.241  -64.577  -49.870
   48459 -295.214  -64.146  -50.118
   48460 -295.861  -63.689  -50.793
   48461 -293.632  -62.801  -48.924
   48462 -295.054  -62.299  -50.273
   48463 -293.786  -63.033  -50.675
   48464 -293.120  -64.291  -51.531
   48465 -293.810  -65.937  -49.613
   48466 -293.435  -67.728  -52.680
   48467 -291.305  -66.884  -51.884
   48468 -292.345  -68.957  -51.163
   48469 -290.939  -68.709  -51.692
   48470 -292.908  -70.304  -52.026
   48471 -292.192  -69.234  -50.675
   48472 -291.585  -67.502  -51.478
   48473 -290.594  -68.157  -50.085
   48474 -288.545  -67.745  -47.975
   48475 -288.114  -67.498  -47.820
   48476 -286.108  -67.782  -48.193
   48477 -286.878  -69.021  -48.326
   48478 -287.707  -69.297  -46.586
   48479 -288.663  -68.966  -47.325
   48480 -288.814  -68.751  -49.074
   48481 -290.018  -67.598  -50.216
   48482 -289.973  -69.637  -51.193
   48483 -290.529  -68.627  -50.543
   48484 -291.796  -67.849  -52.892
   48485 -290.399  -66.175  -52.956
   48486 -290.415  -65.303  -53.569
   48487 -289.619  -64.743  -52.612
   48488 -291.281  -63.508  -53.157
   48489 -291.799  -63.807  -53.831
   48490 -291.656  -64.260  -53.630
   48491 -291.837  -63.210  -55.581
   48492 -292.815  -62.781  -55.697
   48493 -293.138  -61.497  -55.796
   48494 -294.300  -61.216  -57.380
   48495 -294.143  -63.610  -57.641
   48496 -294.488  -60.724  -56.725
   48497 -294.143  -65.445  -56.559
   48498 -293.628  -65.800  -56.415
   48499 -293.351  -62.823  -58.010
   48500 -293.585  -63.199  -57.362
   48501 -292.900  -63.345  -60.285
   48502 -293.639  -62.887  -60.278
   48503 -291.834  -64.285  -60.588
   48504 -289.670  -64.630  -63.754
   48505 -291.376  -62.709  -62.778
   48506 -291.840  -63.821  -61.765
   48507 -291.697  -59.996  -60.493
   48508 -290.696  -60.875  -60.629
   48509 -293.094  -60.904  -60.016
   48510 -292.466  -62.977  -58.367
   48511 -290.339  -62.358  -57.942
   48512 -291.195  -63.816  -58.098
   48513 -292.270  -63.038  -55.471
   48514 -292.147  -62.346  -56.874
   48515 -291.778  -63.775  -58.130
   48516 -290.545  -62.852  -57.614
   48517 -289.722  -66.126  -54.778
   48518 -290.508  -64.829  -54.512
   48519 -290.312  -67.537  -55.955
   48520 -286.773  -68.548  -55.678
   48521 -288.863  -68.532  -56.138
   48522 -287.617  -64.960  -58.316
   48523 -292.349  -64.391  -56.870
   48524 -292.240  -64.211  -57.951
   48525 -293.776  -62.852  -56.244
   48526 -292.882  -63.118  -57.362
   48527 -292.639  -63.109  -58.973
   48528 -291.634  -63.399  -58.571
   48529 -292.262  -63.792  -57.285
   48530 -292.334  -62.021  -57.083
   48531 -291.998  -62.710  -57.026
   48532 -291.434  -64.681  -58.822
   48533 -291.268  -63.770  -60.438
   48534 -294.222  -64.574  -57.564
   48535 -293.025  -64.096  -58.695
   48536 -292.007  -64.736  -60.502
   48537 -293.991  -66.275  -62.048
   48538 -295.625  -65.119  -61.060
   48539 -293.401  -64.181  -59.743
   48540 -293.230  -63.834  -58.504
   48541 -294.256  -63.618  -61.258
   48542 -292.459  -63.579  -61.843
   48543 -292.518  -66.188  -62.976
   48544 -294.210  -65.607  -63.779
   48545 -295.259  -66.254  -63.542
   48546 -293.192  -66.078  -63.017
   48547 -295.590  -67.579  -61.657
   48548 -293.348  -70.600  -62.312
   48549 -292.358  -69.621  -60.866
   48550 -292.277  -70.511  -60.475
   48551 -292.176  -73.406  -59.632
   48552 -291.831  -69.980  -58.393
   48553 -293.283  -70.492  -57.249
   48554 -291.308  -70.011  -59.615
   48555 -290.260  -71.679  -59.821
   48556 -292.187  -70.414  -56.691
   48557 -290.424  -68.838  -57.998
   48558 -288.884  -69.193  -58.819
   48559 -289.692  -69.605  -57.848
   48560 -288.789  -68.405  -60.296
   48561 -292.045  -66.693  -59.113
   48562 -291.017  -68.965  -59.528
   48563 -290.986  -68.507  -60.470
   48564 -291.869  -68.361  -60.256
   48565 -290.847  -66.566  -62.208
   48566 -288.445  -66.417  -61.870
   48567 -290.720  -67.563  -59.162
   48568 -290.672  -66.648  -61.007
   48569 -291.035  -65.144  -60.545
   48570 -292.632  -64.814  -58.496
   48571 -291.971  -65.932  -60.280
   48572 -291.959  -67.203  -61.001
   48573 -290.536  -65.976  -61.736
   48574 -290.259  -66.440  -64.919
   48575 -286.950  -67.420  -66.104
   48576 -286.976  -66.275  -64.642
   48577 -284.325  -66.546  -64.744
   48578 -284.919  -67.038  -62.040
   48579 -288.512  -64.255  -63.521
   48580 -286.171  -65.599  -64.745
   48581 -285.646  -65.493  -65.483
   48582 -285.322  -65.088  -64.842
   48583 -286.460  -66.818  -63.598
   48584 -287.666  -68.822  -63.143
   48585 -286.196  -66.434  -62.450
   48586 -284.129  -66.798  -64.954
   48587 -285.372  -67.780  -63.394
   48588 -286.042  -69.013  -64.273
   48589 -284.586  -67.602  -61.576
   48590 -286.388  -66.511  -64.299
   48591 -285.543  -68.110  -64.290
   48592 -286.761  -67.294  -64.590
   48593 -284.522  -66.192  -65.540
   48594 -284.543  -65.543  -63.965
   48595 -284.226  -65.955  -63.835
   48596 -283.445  -65.989  -63.646
   48597 -284.005  -66.152  -64.758
   48598 -283.783  -67.270  -64.569
   48599 -283.467  -68.583  -64.698
   48600 -284.255  -69.664  -66.118
   48601 -283.986  -70.094  -67.367
   48602 -284.487  -68.164  -66.821
   48603 -283.373  -67.961  -65.419
   48604 -282.136  -70.045  -67.115
   48605 -282.264  -68.618  -68.467
   48606 -286.036  -67.886  -66.054
   48607 -286.571  -70.606  -69.676
   48608 -287.307  -69.561  -67.934
   48609 -287.456  -70.375  -67.788
   48610 -286.307  -69.086  -66.113
   48611 -286.184  -69.579  -67.971
   48612 -287.440  -68.839  -66.117
   48613 -288.576  -70.459  -68.203
   48614 -290.626  -68.780  -64.324
   48615 -287.920  -69.017  -63.832
   48616 -288.730  -67.332  -65.598
   48617 -287.599  -67.879  -65.330
   48618 -288.025  -66.540  -67.850
   48619 -287.198  -67.309  -66.918
   48620 -284.272  -67.668  -68.750
   48621 -286.190  -68.664  -69.302
   48622 -286.262  -66.597  -70.352
   48623 -287.935  -69.523  -69.262
   48624 -288.107  -69.160  -67.899
   48625 -286.452  -69.274  -68.481
   48626 -286.161  -69.806  -67.040
   48627 -285.369  -71.888  -66.896
   48628 -284.715  -71.426  -67.508
   48629 -287.050  -72.427  -66.605
   48630 -285.177  -73.347  -64.026
   48631 -282.434  -75.389  -64.381
   48632 -285.928  -75.838  -63.903
   48633 -284.477  -77.772  -64.937
   48634 -284.628  -76.207  -65.735
   48635 -284.050  -75.853  -64.618
   48636 -282.418  -74.817  -66.067
   48637 -283.999  -75.169  -65.745
   48638 -282.527  -72.866  -65.993
   48639 -284.080  -72.991  -67.648
   48640 -285.136  -71.206  -68.538
   48641 -285.495  -72.726  -69.724
   48642 -285.220  -71.766  -67.929
   48643 -286.051  -72.418  -65.070
   48644 -284.091  -74.440  -66.513
   48645 -283.660  -73.383  -65.315
   48646 -283.497  -73.743  -65.270
   48647 -286.813  -72.322  -60.686
   48648 -287.167  -72.561  -61.680
   48649 -284.818  -72.903  -60.074
   48650 -286.426  -72.959  -61.939
   48651 -283.540  -72.916  -64.079
   48652 -284.676  -71.286  -65.081
   48653 -285.159  -71.361  -63.250
   48654 -287.698  -70.951  -63.731
   48655 -288.391  -70.350  -65.455
   48656 -286.906  -70.494  -65.442
   48657 -287.520  -72.027  -64.525
   48658 -289.982  -71.514  -65.198
   48659 -292.264  -70.556  -65.009
   48660 -292.744  -69.149  -63.479
   48661 -294.409  -66.755  -63.579
   48662 -293.314  -65.038  -62.356
   48663 -292.818  -67.827  -63.071
   48664 -293.819  -68.206  -59.942
   48665 -293.684  -67.499  -60.648
   48666 -295.195  -66.193  -59.997
   48667 -296.364  -67.654  -59.928
   48668 -294.228  -67.662  -57.700
   48669 -291.865  -69.943  -58.856
   48670 -290.863  -71.264  -57.065
   48671 -290.387  -73.272  -57.463
   48672 -289.152  -72.891  -60.578
   48673 -290.531  -72.995  -59.739
   48674 -291.646  -73.243  -59.241
   48675 -292.819  -70.680  -58.508
   48676 -293.482  -73.498  -59.796
   48677 -292.715  -75.473  -58.721
   48678 -291.247  -73.883  -59.604
   48679 -291.531  -74.544  -59.751
   48680 -293.781  -72.347  -58.934
   48681 -294.933  -70.232  -58.586
   48682 -294.583  -73.147  -58.195
   48683 -293.752  -73.303  -57.077
   48684 -294.009  -72.412  -56.919
   48685 -296.423  -71.270  -57.065
   48686 -295.098  -71.189  -57.667
   48687 -297.269  -69.184  -57.041
   48688 -297.278  -69.957  -57.272
   48689 -296.263  -69.822  -58.326
   48690 -295.796  -71.766  -59.952
   48691 -294.629  -72.992  -58.950
   48692 -293.251  -70.747  -56.393
   48693 -295.382  -69.227  -54.790
   48694 -294.576  -69.838  -54.761
   48695 -294.003  -72.016  -54.190
   48696 -294.135  -72.098  -55.732
   48697 -292.925  -72.504  -57.093
   48698 -294.244  -72.152  -59.419
   48699 -292.050  -71.728  -59.024
   48700 -293.220  -71.048  -58.492
   48701 -296.555  -68.636  -59.329
   48702 -295.170  -67.412  -56.778
   48703 -295.008  -67.062  -55.771
   48704 -294.014  -66.912  -59.267
   48705 -289.935  -66.312  -61.221
   48706 -290.356  -68.798  -60.949
   48707 -288.906  -69.250  -60.933
   48708 -289.150  -69.754  -61.794
   48709 -289.851  -70.995  -61.810
   48710 -288.675  -68.522  -61.509
   48711 -288.626  -69.750  -62.614
   48712 -288.474  -68.305  -61.948
   48713 -290.364  -66.987  -62.543
   48714 -289.759  -68.835  -60.110
   48715 -288.697  -66.201  -61.332
   48716 -290.126  -64.539  -59.383
   48717 -290.227  -65.117  -62.728
   48718 -290.853  -65.757  -60.821
   48719 -289.093  -67.268  -63.316
   48720 -289.263  -66.473  -64.444
   48721 -290.406  -67.611  -63.322
   48722 -287.914  -68.235  -62.625
   48723 -285.726  -66.799  -64.086
   48724 -283.637  -67.790  -65.777
   48725 -284.435  -67.177  -63.778
   48726 -284.495  -66.521  -66.275
   48727 -284.855  -65.661  -64.664
   48728 -285.284  -63.630  -63.536
   48729 -287.049  -63.020  -63.200
   48730 -285.454  -61.816  -63.064
   48731 -286.376  -63.868  -65.276
   48732 -286.600  -62.387  -64.233
   48733 -288.178  -60.795  -65.867
   48734 -288.598  -63.327  -62.558
   48735 -282.540  -60.745  -65.293
   48736 -283.568  -62.092  -64.714
   48737 -283.809  -62.521  -64.781
   48738 -284.722  -63.138  -66.830
   48739 -287.387  -62.349  -65.793
   48740 -285.645  -63.022  -64.379
   48741 -287.441  -61.140  -64.015
   48742 -289.668  -61.239  -64.052
   48743 -287.840  -59.373  -66.804
   48744 -285.766  -59.518  -67.306
   48745 -286.146  -60.379  -69.517
   48746 -285.919  -59.972  -68.332
   48747 -285.907  -60.214  -69.281
   48748 -286.926  -58.814  -70.231
   48749 -287.727  -56.886  -71.364
   48750 -288.935  -56.165  -70.320
   48751 -289.261  -57.667  -69.758
   48752 -288.538  -58.240  -70.995
   48753 -285.207  -57.219  -70.496
   48754 -284.567  -57.506  -71.317
   48755 -284.965  -59.304  -69.388
   48756 -286.153  -56.982  -71.913
   48757 -288.902  -58.622  -72.007
   48758 -288.694  -58.819  -71.330
   48759 -288.244  -60.306  -71.731
   48760 -285.435  -62.674  -71.783
   48761 -286.113  -63.483  -68.741
   48762 -285.453  -64.306  -69.995
   48763 -285.655  -65.476  -71.468
   48764 -286.095  -65.887  -72.576
   48765 -286.878  -66.751  -71.257
   48766 -287.216  -66.658  -70.189
   48767 -287.171  -67.127  -69.749
   48768 -286.029  -66.030  -71.774
   48769 -287.367  -65.231  -71.932
   48770 -284.311  -68.473  -73.685
   48771 -282.762  -69.243  -74.152
   48772 -282.156  -69.146  -73.471
   48773 -281.737  -68.593  -72.732
   48774 -284.103  -69.116  -71.367
   48775 -280.683  -70.736  -72.835
   48776 -281.404  -68.060  -74.489
   48777 -281.338  -67.442  -73.729
   48778 -280.585  -68.103  -75.343
   48779 -280.710  -68.478  -76.834
   48780 -283.475  -67.514  -76.810
   48781 -283.457  -66.032  -74.464
   48782 -285.371  -65.397  -74.484
   48783 -286.370  -63.596  -75.043
   48784 -285.748  -65.923  -74.625
   48785 -285.455  -67.075  -74.452
   48786 -283.612  -66.538  -76.197
   48787 -287.153  -65.832  -73.163
   48788 -286.331  -66.801  -72.728
   48789 -286.948  -66.154  -70.519
   48790 -287.146  -67.652  -71.411
   48791 -285.717  -69.203  -72.156
   48792 -285.366  -68.017  -73.272
   48793 -283.523  -69.302  -72.703
   48794 -283.479  -68.570  -72.731
   48795 -283.426  -67.029  -72.778
   48796 -285.749  -66.190  -73.222
   48797 -283.424  -67.249  -74.726
   48798 -284.185  -68.741  -74.653
   48799 -283.718  -69.200  -75.063
   48800 -282.842  -69.129  -75.222
   48801 -283.764  -67.054  -73.641
   48802 -286.114  -67.791  -73.765
   48803 -281.371  -68.039  -74.009
   48804 -278.927  -68.169  -73.655
   48805 -281.642  -65.207  -73.723
   48806 -281.852  -65.002  -73.807
   48807 -280.295  -65.665  -70.687
   48808 -279.124  -66.772  -71.537
   48809 -280.439  -68.268  -72.744
   48810 -280.298  -67.564  -71.540
   48811 -281.114  -69.495  -72.894
   48812 -279.233  -69.535  -73.968
   48813 -281.234  -69.509  -74.515
   48814 -281.081  -67.194  -73.860
   48815 -281.791  -68.803  -72.024
   48816 -281.478  -72.327  -73.231
   48817 -279.981  -70.571  -73.791
   48818 -279.159  -69.580  -74.294
   48819 -278.735  -68.110  -74.581
   48820 -278.540  -66.541  -76.889
   48821 -278.899  -67.156  -78.177
   48822 -279.093  -67.844  -75.528
   48823 -278.686  -64.616  -75.882
   48824 -281.289  -65.455  -77.343
   48825 -282.268  -66.359  -77.139
   48826 -280.389  -66.133  -76.970
   48827 -282.062  -65.200  -78.890
   48828 -280.957  -69.747  -76.753
   48829 -279.153  -70.869  -75.832
   48830 -278.005  -71.682  -76.882
   48831 -278.194  -72.077  -74.681
   48832 -276.710  -74.557  -76.066
   48833 -276.567  -73.164  -73.100
   48834 -276.894  -72.565  -75.097
   48835 -276.730  -76.500  -78.204
   48836 -276.211  -74.171  -77.422
   48837 -275.160  -75.414  -77.338
   48838 -274.710  -70.565  -73.633
   48839 -275.421  -70.668  -75.541
   48840 -274.133  -71.063  -74.797
   48841 -277.275  -68.971  -76.495
   48842 -275.666  -70.644  -78.058
   48843 -275.155  -70.554  -77.303
   48844 -275.890  -70.936  -76.780
   48845 -275.535  -70.557  -76.142
   48846 -277.180  -70.110  -76.354
   48847 -276.614  -70.518  -77.925
   48848 -276.389  -70.119  -77.636
   48849 -277.380  -69.914  -74.968
   48850 -279.217  -71.420  -73.438
   48851 -279.900  -70.457  -74.718
   48852 -280.392  -69.033  -75.091
   48853 -281.296  -69.011  -75.830
   48854 -279.375  -70.083  -76.735
   48855 -280.832  -69.680  -76.408
   48856 -282.377  -69.759  -75.630
   48857 -280.633  -71.034  -74.654
   48858 -279.344  -71.401  -75.213
   48859 -280.575  -73.120  -76.305
   48860 -279.216  -70.610  -78.617
   48861 -276.087  -73.265  -78.537
   48862 -277.355  -73.707  -78.205
   48863 -277.748  -74.029  -77.497
   48864 -278.071  -74.011  -76.571
   48865 -277.660  -72.560  -74.869
   48866 -278.207  -73.515  -74.003
   48867 -280.440  -74.303  -73.963
   48868 -278.446  -74.784  -73.669
   48869 -278.579  -72.213  -72.162
   48870 -280.884  -72.637  -72.407
   48871 -279.396  -72.204  -72.995
   48872 -280.468  -71.552  -73.493
   48873 -283.624  -70.034  -71.264
   48874 -284.480  -68.956  -69.934
   48875 -284.178  -68.963  -71.081
   48876 -284.018  -70.262  -72.795
   48877 -282.353  -70.905  -72.389
   48878 -281.132  -72.312  -73.790
   48879 -280.748  -71.455  -73.158
   48880 -279.955  -71.758  -76.040
   48881 -281.001  -71.713  -74.852
   48882 -282.529  -72.281  -76.417
   48883 -281.058  -72.818  -76.547
   48884 -281.016  -75.045  -75.882
   48885 -283.517  -71.751  -77.576
   48886 -284.466  -71.882  -77.140
   48887 -283.144  -70.830  -75.481
   48888 -281.862  -69.476  -75.641
   48889 -280.123  -68.440  -74.499
   48890 -280.477  -68.370  -77.698
   48891 -282.654  -68.945  -75.396
   48892 -281.362  -70.145  -76.417
   48893 -281.804  -70.740  -77.695
   48894 -280.906  -68.824  -77.481
   48895 -282.299  -69.575  -77.935
   48896 -281.110  -72.028  -76.708
   48897 -281.630  -72.447  -76.375
   48898 -279.507  -72.509  -74.553
   48899 -280.530  -73.804  -74.983
   48900 -280.147  -73.738  -76.212
   48901 -281.892  -72.782  -76.622
   48902 -282.954  -72.400  -78.692
   48903 -278.643  -75.179  -78.754
   48904 -278.359  -74.694  -80.687
   48905 -278.512  -74.874  -80.077
   48906 -276.375  -74.186  -79.182
   48907 -278.145  -73.386  -78.581
   48908 -279.793  -73.763  -79.242
   48909 -280.209  -73.769  -79.002
   48910 -280.150  -74.293  -79.241
   48911 -277.380  -74.093  -79.838
   48912 -276.825  -76.822  -79.118
   48913 -277.716  -75.258  -77.884
   48914 -277.845  -77.316  -76.356
   48915 -277.918  -75.048  -76.020
   48916 -277.416  -76.607  -76.191
